ID,CLASSIFIED,TYPE,SUMMARY,,,,,,,,,,,,
HTTPCLIENT-1087,BUG,BUG,Proxy authentication error Unexpected state MSG TYPE3 GENERATED when using NTLM authentication,,,,,,,,,,,,
HTTPCLIENT-11,BUG,BUG,null domains break Cookie.java,,,,,,,,,,,,
HTTPCLIENT-1100,BUG,BUG,Missing Content-Length header makes cached entry invalid,,,,,,,,,,,,
HTTPCLIENT-1103,BUG,BUG,GzipDecompressingEntity and therefore ContentEncodingHttpClient not consistent with EntityUtils.consumeEntity,,,,,,,,,,,,
HTTPCLIENT-1107,BUG,BUG,HttpClient does not retry authentication when multiple challenges are present if the primary one fails,,,,,,,,,,,,
HTTPCLIENT-1113,BUG,BUG,Error downloading text file with gzip content encoding,,,,,,,,,,,,
HTTPCLIENT-1116,BUG,BUG,ResponseCachingPolicy uses integers for sizes,,,,,,,,,,,,
HTTPCLIENT-112,BUG,BUG,HttpClient incorrectly handles Transfer-Encoding header,,,,,,,,,,,,
HTTPCLIENT-1120,BUG,BUG,DefaultHttpRequestRetryHandler retryRequest should not retry aborted requests,,,,,,,,,,,,
HTTPCLIENT-1122,BUG,BUG,NPE in RequestProxyAuthentication on Android,,,,,,,,,,,,
HTTPCLIENT-1127,BUG,BUG,Deadlock between SingleClientConnManager.releaseConnection and SingleClientConnManager.shutdown,,,,,,,,,,,,
HTTPCLIENT-1129,BUG,,Redirect and Kerberos authentication in conflict,,,,,,,,,,,,
HTTPCLIENT-113,BUG,BUG,NullPointerException in HttpMethodBase.getResponseBodyAsString,,,,,,,,,,,,
HTTPCLIENT-1130,BUG,BUG,New LaxRedirectStrategy class should probably call the super method first.,,,,,,,,,,,,
HTTPCLIENT-1136,BUG,BUG,BasicClientConnectionManager.releaseConnection accesses poolEntry using non-standard lock,,,,,,,,,,,,
HTTPCLIENT-1139,BUG,BUG,NTLM Authentication No Longer Working In Latest Release,,,,,,,,,,,,
HTTPCLIENT-1140,BUG,BUG,Infinite loop on basic authentication,,,,,,,,,,,,
HTTPCLIENT-1142,BUG,BUG,Infinite loop on NTLM authentication,,,,,,,,,,,,
HTTPCLIENT-1143,BUG,BUG,CachingHttpClient leaks connections with stale-if-error,,,,,,,,,,,,
HTTPCLIENT-1147,BUG,BUG,When HttpClient-Cache cannot open cache file should act like miss,,,,,,,,,,,,
HTTPCLIENT-1152,BUG,BUG,org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage should verify class of returned object before casting,,,,,,,,,,,,
HTTPCLIENT-116,BUG,BUG,Request Response race condition when doing multiple requests on the same connection.,,,,,,,,,,,,
HTTPCLIENT-1166,BUG,BUG,URIUtils.extractHost ... throws a NumberFormatException line 310,,,,,,,,,,,,
HTTPCLIENT-1177,BUG,BUG,HttpClient treats URI fragments in redirect URIs incosistently,,,,,,,,,,,,
HTTPCLIENT-1180,BUG,BUG,NullPointerException when using HttpHead and Request Response interceptors,,,,,,,,,,,,
HTTPCLIENT-119,BUG,BUG, PATCH FilePart fails to send data on second call to send,,,,,,,,,,,,
HTTPCLIENT-12,BUG,BUG,double encoding of URLs,,,,,,,,,,,,
HTTPCLIENT-121,BUG,BUG,Cookie.java blowing up on cookies from country code domains,,,,,,,,,,,,
HTTPCLIENT-122,BUG,BUG,HttpMultiClient reuses closed connections,,,,,,,,,,,,
HTTPCLIENT-124,BUG,BUG,MultipartPost closes input stream,,,,,,,,,,,,
HTTPCLIENT-125,BUG,BUG,empty host header with ip address,,,,,,,,,,,,
HTTPCLIENT-128,BUG,BUG,Redirection of a POST method,,,,,,,,,,,,
HTTPCLIENT-13,BUG,BUG,empty path not handled correctly,,,,,,,,,,,,
HTTPCLIENT-135,BUG,BUG,Possible HttpClient codepage issue ascii ebcdic on WebSphere z OS,,,,,,,,,,,,
HTTPCLIENT-142,BUG,BUG,Test case failure for testConnTimeout,,,,,,,,,,,,
HTTPCLIENT-147,BUG,BUG,HttpClient enter 100 for endless time,,,,,,,,,,,,
HTTPCLIENT-148,BUG,BUG,Redirect to a relative URL fails,,,,,,,,,,,,
HTTPCLIENT-149,BUG,BUG,303 Redirects are not handled properly,,,,,,,,,,,,
HTTPCLIENT-15,BUG,BUG,redirect not handled correctly if location header doesn t have a protocol,,,,,,,,,,,,
HTTPCLIENT-150,BUG,BUG,StringIndexOutOfBound exception in RFC2109 cookie validate when host name contains no domain information and is short in length than the cookie domain.,,,,,,,,,,,,
HTTPCLIENT-151,BUG,BUG,CookieSpec.formatCookie Cookie produces an incorrect cookie header value,,,,,,,,,,,,
HTTPCLIENT-156,BUG,BUG,NullPointerException thrown when invalid header encountered,,,,,,,,,,,,
HTTPCLIENT-158,BUG,BUG,Empty response body is not properly handled when chunked encoding is used,,,,,,,,,,,,
HTTPCLIENT-161,BUG,BUG,MultipartPostMethod Holding File Stream Open,,,,,,,,,,,,
HTTPCLIENT-163,BUG,BUG,HttpClient does not compile out of the box in IBM s VisualAge IDE,,,,,,,,,,,,
HTTPCLIENT-165,BUG,BUG, 100-continue response times out unexpectedly,,,,,,,,,,,,
HTTPCLIENT-167,BUG,BUG,SSL Tunneling does not work with MultiThreadedHttpConnectionManager,,,,,,,,,,,,
HTTPCLIENT-169,BUG,BUG,Cookies with null value are not formatted correctly,,,,,,,,,,,,
HTTPCLIENT-175,BUG,BUG,HttpState cannot differentiate credentials for different hosts with same Realm names,,,,,,,,,,,,
HTTPCLIENT-176,BUG,BUG,Unusual Http status line,,,,,,,,,,,,
HTTPCLIENT-179,BUG,BUG,HTTPS Post Does Not Work,,,,,,,,,,,,
HTTPCLIENT-182,BUG,BUG,httpclient charset encooding loosing problem,,,,,,,,,,,,
HTTPCLIENT-184,BUG,BUG,org.apache.commons.httpclient.HeaderElement fail to parse cookie header,,,,,,,,,,,,
HTTPCLIENT-185,BUG,BUG,Ordering of methods in PostMethod changes behaviour,,,,,,,,,,,,
HTTPCLIENT-188,BUG,BUG,recoverable exceptions when reading are not retried,,,,,,,,,,,,
HTTPCLIENT-19,BUG,BUG,Response Folded Headers throws HttpException,,,,,,,,,,,,
HTTPCLIENT-190,BUG,BUG,SetCookie DateParser failing to parse non-standard date format,,,,,,,,,,,,
HTTPCLIENT-191,BUG,BUG,NTLM Authentication Fails,,,,,,,,,,,,
HTTPCLIENT-192,BUG,BUG,Duplicate request headers when connect through proxies,,,,,,,,,,,,
HTTPCLIENT-195,BUG,BUG,NTLM authentication failed due to closing of connection,,,,,,,,,,,,
HTTPCLIENT-196,BUG,BUG,httpClient failed to reconnect after keep-alive connection timed out,,,,,,,,,,,,
HTTPCLIENT-197,BUG,BUG,Problem with redirect on HEAD when bad naughty server returns body content,,,,,,,,,,,,
HTTPCLIENT-198,BUG,BUG,The PostMethod did not bring back response headers from proxy servers,,,,,,,,,,,,
HTTPCLIENT-202,BUG,BUG,GetMethod.java checks the used flag which cannot be set at this time,,,,,,,,,,,,
HTTPCLIENT-204,BUG,BUG,StackOverflowError in HttpConnection,,,,,,,,,,,,
HTTPCLIENT-205,BUG,BUG,HttpMethodBase String incorrectly encoding URI,,,,,,,,,,,,
HTTPCLIENT-208,BUG,BUG,Netscape proxy problem wtih POST,,,,,,,,,,,,
HTTPCLIENT-210,BUG,BUG,Exception handling in HttpClient requires redesign,,,,,,,,,,,,
HTTPCLIENT-213,BUG,BUG,Authentication fails with proxied SSL Connections,,,,,,,,,,,,
HTTPCLIENT-216,BUG,BUG,Cookies with null path attribute are rejected in the compatibility mode,,,,,,,,,,,,
HTTPCLIENT-22,BUG,BUG,shouldn t automatically set Content-Length in request header,,,,,,,,,,,,
HTTPCLIENT-220,BUG,BUG,HttpClient does not properly handle application x-www-form-urlencoded encoding,,,,,,,,,,,,
HTTPCLIENT-221,BUG,BUG,error handling duplicate connection headers,,,,,,,,,,,,
HTTPCLIENT-223,BUG,BUG,URI path resolution problems.,,,,,,,,,,,,
HTTPCLIENT-226,BUG,BUG,HttpMethod getResponseBody throws NPE,,,,,,,,,,,,
HTTPCLIENT-227,BUG,BUG,Missing Content-Length header causes a SocketException,,,,,,,,,,,,
HTTPCLIENT-228,BUG,BUG,Request with DIGEST authentication fails when redirected,,,,,,,,,,,,
HTTPCLIENT-236,BUG,BUG,URI.normalize error,,,,,,,,,,,,
HTTPCLIENT-239,BUG,BUG,Redirect 302 to the same URL causes max redirects exception,,,,,,,,,,,,
HTTPCLIENT-24,BUG,BUG,Exception shouldn t be thrown for unsupported authentication method,,,,,,,,,,,,
HTTPCLIENT-25,BUG,BUG, httpclient Incorrect credentials loop infinitely,,,,,,,,,,,,
HTTPCLIENT-261,BUG,BUG,infinite loop on 302 redirect with different host in Location header,,,,,,,,,,,,
HTTPCLIENT-264,BUG,BUG,Crashes when it gets a redirect,,,,,,,,,,,,
HTTPCLIENT-265,BUG,BUG,Error releasing chunked connections with no response body.,,,,,,,,,,,,
HTTPCLIENT-268,BUG,BUG,Socket streams are closed in the incorrect order.,,,,,,,,,,,,
HTTPCLIENT-269,BUG,BUG,HttpConnection.isResponseAvailable calls setSoTimeout but does not catch IOException,,,,,,,,,,,,
HTTPCLIENT-270,BUG,BUG,return value of PostMethod removeParameter,,,,,,,,,,,,
HTTPCLIENT-271,BUG,BUG,PostMethod setParameter,,,,,,,,,,,,
HTTPCLIENT-273,BUG,BUG,ConnectionTimeoutException doesn t releaseConnection,,,,,,,,,,,,
HTTPCLIENT-275,BUG,BUG,problem with isIPv4address for relative uri s,,,,,,,,,,,,
HTTPCLIENT-279,BUG,BUG,Connections are not release when a recoverable exception occurs.,,,,,,,,,,,,
HTTPCLIENT-280,BUG,BUG,Freezes w MultiThreadedHttpConnectionManager,,,,,,,,,,,,
HTTPCLIENT-281,BUG,BUG,DefaultHttpParamsFactory violates applet sandbox,,,,,,,,,,,,
HTTPCLIENT-283,BUG,BUG,Invalid cookie causing IllegalArgumentException,,,,,,,,,,,,
HTTPCLIENT-286,BUG,NUG,Manually set Cookie Authorization headers get discarded,,,,,,,,,,,,
HTTPCLIENT-289,BUG,BUG,MultiThreadedHttpConnectionManager daemon Thread never GC d,,,,,,,,,,,,
HTTPCLIENT-290,BUG,BUG,MS Proxy with NTLM authentication set up does not work,,,,,,,,,,,,
HTTPCLIENT-292,BUG,BUG,NTLM Proxy and basic host authorization,,,,,,,,,,,,
HTTPCLIENT-295,BUG,NUG,HttpClient loops endlessly while trying to retrieve status line,,,,,,,,,,,,
HTTPCLIENT-296,BUG,BUG,Basic Authentification fails with non-ASCII username password characters,,,,,,,,,,,,
HTTPCLIENT-297,BUG,BUG,DigestScheme.authenticate returns invalid authorization string when algorithm is null,,,,,,,,,,,,
HTTPCLIENT-3,BUG,BUG,Http Authentication with invalid credentials causes infinite loop,,,,,,,,,,,,
HTTPCLIENT-302,BUG,BUG,exception during writeRequest leaves the connection un-released,,,,,,,,,,,,
HTTPCLIENT-307,BUG,BUG,An IOException or RuntimeException leaves the underlying socket in an undetermined state,,,,,,,,,,,,
HTTPCLIENT-310,BUG,BUG,Memory leak in MultiThreadedHttpClient caused by bad .equals,,,,,,,,,,,,
HTTPCLIENT-311,BUG,BUG,getScheme and getPort return wrong defaults for HttpsURL,,,,,,,,,,,,
HTTPCLIENT-314,BUG,BUG,New socket timeout value wont have effect if connection is reused,,,,,,,,,,,,
HTTPCLIENT-315,BUG,BUG,HttpURL creates wrong authority String when user info is changed,,,,,,,,,,,,
HTTPCLIENT-318,BUG,BUG,Host configuration properties not updated when the method is redirected,,,,,,,,,,,,
HTTPCLIENT-319,BUG,BUG,ArrayIndexOutOfBounds Exception on invalid content-length,,,,,,,,,,,,
HTTPCLIENT-320,BUG,BUG, Socket Closed IOException thrown by HttpConnection,,,,,,,,,,,,
HTTPCLIENT-321,BUG,BUG,wrong charset indication in HttpConstants.getContentString,,,,,,,,,,,,
HTTPCLIENT-325,BUG,BUG,Deadlock with MultiThreadedHttpConnectionManager,,,,,,,,,,,,
HTTPCLIENT-330,BUG,BUG, PATCH Wirelog corrections,,,,,,,,,,,,
HTTPCLIENT-336,BUG,BUG,ArrayIndexOutOfBoundsException in HttpStatus.getStatusText 508,,,,,,,,,,,,
HTTPCLIENT-341,BUG,BUG,HttpUrl does not accept unescaped passwords,,,,,,,,,,,,
HTTPCLIENT-346,BUG,BUG,Cookies with names containing blanks or starting with should be rejected by RFC2109 spec only,,,,,,,,,,,,
HTTPCLIENT-350,BUG,BUG,HttpState matchCredentials is broken,,,,,,,,,,,,
HTTPCLIENT-359,BUG,BUG,StringRequestEntity.getContentLength wrong for multibyte chars,,,,,,,,,,,,
HTTPCLIENT-365,BUG,BUG,StatusLine IndexOutOfBounds,,,,,,,,,,,,
HTTPCLIENT-369,BUG,BUG,Missing skip -Method in ContentLengthInputStream,,,,,,,,,,,,
HTTPCLIENT-375,BUG,BUG,Chunked Stream Encoding Problems Fails to throw Exceptions,,,,,,,,,,,,
HTTPCLIENT-378,BUG,BUG,HttpState.setCookiePolicy is completely ignored,,,,,,,,,,,,
HTTPCLIENT-379,BUG,BUG,JVM bug 4949631 causes BufferOverflowException in HttpMethodBase.getResponseBodyAsString,,,,,,,,,,,,
HTTPCLIENT-38,BUG,BUG,Header Connection Close - Closes the Connection,,,,,,,,,,,,
HTTPCLIENT-386,BUG,BUG,Catch SocketTimeoutException not InterruptedIOException,,,,,,,,,,,,
HTTPCLIENT-387,BUG,BUG,DefaultHttpParamsFactory.getDefaultParams is not thread safe,,,,,,,,,,,,
HTTPCLIENT-390,BUG,BUG,SSL proxy Host auth Keep Alive off causes an infinite loop in HttpMethodDirector,,,,,,,,,,,,
HTTPCLIENT-402,BUG,BUG,DefaultMethodRetryHandler bug,,,,,,,,,,,,
HTTPCLIENT-404,BUG,BUG,SO TIMEOUT parameter on the method level has no effect,,,,,,,,,,,,
HTTPCLIENT-405,BUG,BUG,HostConfiguration.setHost String causes NullPointerException,,,,,,,,,,,,
HTTPCLIENT-411,BUG,BUG,Checking of stale connections is broken,,,,,,,,,,,,
HTTPCLIENT-413,BUG,BUG,Cookie with domain .mydomain.com not sent to host mydomain.com,,,,,,,,,,,,
HTTPCLIENT-414,BUG,BUG,cookies 20 years invalidated,,,,,,,,,,,,
HTTPCLIENT-418,BUG,BUG,ALLOW CIRCULAR REDIRECTS has no effect if references include query string,,,,,,,,,,,,
HTTPCLIENT-425,BUG,BUG,URI.getHost generates IllegalArgumentException,,,,,,,,,,,,
HTTPCLIENT-429,BUG,BUG,Problem getting the HTTPClient to use HTTP 1.0 with a proxy server,,,,,,,,,,,,
HTTPCLIENT-436,BUG,BUG,Retry on ConnectionException does not work,,,,,,,,,,,,
HTTPCLIENT-437,BUG,BUG,method.getURI returns escaped URIs but it shouldn t,,,,,,,,,,,,
HTTPCLIENT-439,BUG,BUG,Authentication fails when connecting to server with username and password in non ascii characters,,,,,,,,,,,,
HTTPCLIENT-440,BUG,BUG,Exception in HttpConnection because of unchecked buffer size,,,,,,,,,,,,
HTTPCLIENT-441,BUG,BUG,Cookie.java hashCode method violates contract,,,,,,,,,,,,
HTTPCLIENT-444,BUG,BUG,Preemptive authentication causes NTLM auth scheme to fail,,,,,,,,,,,,
HTTPCLIENT-445,BUG,BUG,304 response status handling,,,,,,,,,,,,
HTTPCLIENT-447,BUG,BUG,IllegalStateException Authentication state already initialized,,,,,,,,,,,,
HTTPCLIENT-452,BUG,BUG,DateUtil.formatDate uses default timezone instead of GMT,,,,,,,,,,,,
HTTPCLIENT-453,BUG,BUG,Virtual host setting does not apply when parsing and matching cookies,,,,,,,,,,,,
HTTPCLIENT-454,BUG,BUG,Connection with the proxy is not reopened if an proxy auth failure occurs while SSL tunnel is being established,,,,,,,,,,,,
HTTPCLIENT-456,BUG,BUG,HttpClient should always override the host of HostConfiguration if an absolute request URI is given,,,,,,,,,,,,
HTTPCLIENT-461,BUG,BUG,HttpClient does not correctly handle escaped characters in HTTP header elements,,,,,,,,,,,,
HTTPCLIENT-463,BUG,BUG,Occasional Host connection pool not found,,,,,,,,,,,,
HTTPCLIENT-464,BUG,BUG,An HTTP 204 NO CONTENT response results in dropped connection,,,,,,,,,,,,
HTTPCLIENT-467,BUG,BUG,CookieSpecBase.domainMatch leaks cookies to 3rd party domains,,,,,,,,,,,,
HTTPCLIENT-469,BUG,BUG,Stale connection check does not work with IBM JSSE JRE,,,,,,,,,,,,
HTTPCLIENT-471,BUG,BUG,DateUtil formatDate uses default locale instead of US,,,,,,,,,,,,
HTTPCLIENT-472,BUG,NUG,No equals operation for Credentials implementations,,,,,,,,,,,,
HTTPCLIENT-478,BUG,BUG,HttpConnectionParams.setConnectionTimeout int has no effect if host unreachable,,,,,,,,,,,,
HTTPCLIENT-487,BUG,BUG,ParameterParser parse method for authentication headers does not appear to deal with empty value strings,,,,,,,,,,,,
HTTPCLIENT-489,BUG,BUG,Request is retried if preemptive authentication fails,,,,,,,,,,,,
HTTPCLIENT-490,BUG,BUG,Can not set the Proxy-connection header,,,,,,,,,,,,
HTTPCLIENT-491,BUG,BUG,nonce-count in digest auth should not be quoted,,,,,,,,,,,,
HTTPCLIENT-495,BUG,BUG,DefaultHttpMethodRetryHandler does not check whether the failed method has been aborted,,,,,,,,,,,,
HTTPCLIENT-5,BUG,BUG,Cookie.parse exception when parsing expiry date in single quotes,,,,,,,,,,,,
HTTPCLIENT-501,BUG,BUG,Minor RFC 2109 2965 violation,,,,,,,,,,,,
HTTPCLIENT-502,BUG,BUG,HttpConnection isOpen flag concurrency problem,,,,,,,,,,,,
HTTPCLIENT-504,BUG,BUG,max connections per host setting does not work,,,,,,,,,,,,
HTTPCLIENT-506,BUG,BUG,Digest auth uses wrong uri in proxy authentication,,,,,,,,,,,,
HTTPCLIENT-511,BUG,BUG,Preemptive Authorization parameter initialization incorrect causes preemptive auth not to work,,,,,,,,,,,,
HTTPCLIENT-512,BUG,BUG,UsernamePasswordCredentials.equals null throws NPE,,,,,,,,,,,,
HTTPCLIENT-514,BUG,BUG,Preemptive auth flags disregarded during ssl tunnel creation,,,,,,,,,,,,
HTTPCLIENT-520,BUG,BUG,MultipartEntity incorrectly computes unknown length,,,,,,,,,,,,
HTTPCLIENT-522,BUG,BUG,ProxyCredentials disclosed to remote host,,,,,,,,,,,,
HTTPCLIENT-530,BUG,BUG,Findbugs reports and fixes,,,,,,,,,,,,
HTTPCLIENT-539,BUG,BUG,UserInfo disapears after creating URI,,,,,,,,,,,,
HTTPCLIENT-542,BUG,BUG,Explicit VirtualHosts Can Cause Issues On Redirects,,,,,,,,,,,,
HTTPCLIENT-544,BUG,BUG,Digest auth uses incorrect URI,,,,,,,,,,,,
HTTPCLIENT-546,BUG,BUG,MultiThreadedHttpConnectionManager setMaxTotalConnections method doesn t work,,,,,,,,,,,,
HTTPCLIENT-557,BUG,BUG,Nullpointer when creating URI from scheme specific part with null fragment,,,,,,,,,,,,
HTTPCLIENT-561,BUG,BUG,entity returns the same stream for getContent,,,,,,,,,,,,
HTTPCLIENT-567,BUG,BUG,EasyX509TrustManager no longer checks cert expiry,,,,,,,,,,,,
HTTPCLIENT-569,BUG,BUG,HttpState.clearCookies should be synchronized,,,,,,,,,,,,
HTTPCLIENT-570,BUG,BUG,Failed CONNECT leaves connection in an inconsistent state,,,,,,,,,,,,
HTTPCLIENT-578,BUG,BUG,literal plus character in path components of HttpURL is not preserved.,,,,,,,,,,,,
HTTPCLIENT-587,BUG,BUG,derelativizing of relative URIs with a scheme is incorrect,,,,,,,,,,,,
HTTPCLIENT-588,BUG,BUG,relative URIs with internal double-slashes misparsed,,,,,,,,,,,,
HTTPCLIENT-594,BUG,BUG,HttpMethodBase aborted variable mistakenly declared transient instead of volatile,,,,,,,,,,,,
HTTPCLIENT-598,BUG,BUG,ContentLengthInputStream does not implement available properly,,,,,,,,,,,,
HTTPCLIENT-606,BUG,BUG,HttpMethodDirector fails when redirecting to a encoded URL location,,,,,,,,,,,,
HTTPCLIENT-612,BUG,BUG,FileRequestEntity in SVN does not close input file,,,,,,,,,,,,
HTTPCLIENT-616,BUG,BUG,HttpMethodDirector.executeWithRetry method fails to close the underlying connection if a RuntimeException is thrown,,,,,,,,,,,,
HTTPCLIENT-622,BUG,BUG,leak in MultiThreadedHttpConnectionManager.ConnectionPool.mapHosts,,,,,,,,,,,,
HTTPCLIENT-628,BUG,BUG,AutoCloseInputStream.available throws IOException when auto-closed,,,,,,,,,,,,
HTTPCLIENT-632,BUG,BUG,Possible NPE in HttpHost,,,,,,,,,,,,
HTTPCLIENT-633,BUG,BUG,MultiThreadedHttpConnectionManager does not properly respond to thread interrupts,,,,,,,,,,,,
HTTPCLIENT-634,BUG,NUG,HostConfiguration socketFactory is ignored,,,,,,,,,,,,
HTTPCLIENT-635,BUG,NUG,Port fix for HTTPCLIENT-633 to 4.0,,,,,,,,,,,,
HTTPCLIENT-641,BUG,BUG,Resource Leakage when loading keystore in AuthSSLProtocolSocketFactory,,,,,,,,,,,,
HTTPCLIENT-644,BUG,BUG,Bad request vulnerability,,,,,,,,,,,,
HTTPCLIENT-655,BUG,BUG,User-Agent string violates RFC,,,,,,,,,,,,
HTTPCLIENT-675,BUG,BUG,thread starving in MultiThreadedHttpConnectionManager,,,,,,,,,,,,
HTTPCLIENT-676,BUG,BUG,memory leak in MultiThreadedHttpConnectionManager,,,,,,,,,,,,
HTTPCLIENT-679,BUG,BUG,URI Absolutization does not follow browser behavior,,,,,,,,,,,,
HTTPCLIENT-687,BUG,BUG,DefaultRedirectHandler does not access correct HttpParams,,,,,,,,,,,,
HTTPCLIENT-688,BUG,BUG,HttpOptions.getAllowedMethods expects single Allow header,,,,,,,,,,,,
HTTPCLIENT-693,BUG,BUG,DEFAULT HEADERS not added to subsequent requests,,,,,,,,,,,,
HTTPCLIENT-698,BUG,BUG,DefaultRedirectHandler not resolving relative location URI wrt the request URI,,,,,,,,,,,,
HTTPCLIENT-704,BUG,BUG,Exception not caugh in DefaultResponseParser,,,,,,,,,,,,
HTTPCLIENT-705,BUG,BUG,Handle URIs with path component null,,,,,,,,,,,,
HTTPCLIENT-711,BUG,BUG,bad route computed for redirected requests,,,,,,,,,,,,
HTTPCLIENT-717,BUG,BUG,NPE in SimpleHttpConnectionManager.shutdown,,,,,,,,,,,,
HTTPCLIENT-718,BUG,BUG,SSL verification occurs before setSoTimeout which can lead to hangs,,,,,,,,,,,,
HTTPCLIENT-730,BUG,BUG,Use of Multi-Args URI Causes URI-Rewriting to improperly unescape characters,,,,,,,,,,,,
HTTPCLIENT-737,BUG,BUG,EchoHandler 104 possible NPE,,,,,,,,,,,,
HTTPCLIENT-741,BUG,BUG,AbstractClientConnAdapter prone to concurrency issues,,,,,,,,,,,,
HTTPCLIENT-747,BUG,BUG,No entry created for this pool.,,,,,,,,,,,,
HTTPCLIENT-754,BUG,BUG,BasicClientCookie.toString contains name instead of value when writing out cookie value,,,,,,,,,,,,
HTTPCLIENT-755,BUG,BUG,Use of java.net.URI.resolve is buggy,,,,,,,,,,,,
HTTPCLIENT-757,BUG,BUG,Default proxy set at the client level has no effect,,,,,,,,,,,,
HTTPCLIENT-759,BUG,BUG,DefaultClientRequestDirector doesn t release connections back to ClientConnectionManager on exceptions,,,,,,,,,,,,
HTTPCLIENT-760,BUG,BUG,Abort Before Execute Various Other Times Fails,,,,,,,,,,,,
HTTPCLIENT-763,BUG,BUG,AbstractClientConnAdapter abortConnection does not release the connection if called from the main execution thread while there is no blocking I O operation,,,,,,,,,,,,
HTTPCLIENT-765,BUG,BUG,String.toLowerCase toUpperCase should specify Locale.ENGLISH,,,,,,,,,,,,
HTTPCLIENT-767,BUG,BUG,Static variables need to be final or access should be synchronised,,,,,,,,,,,,
HTTPCLIENT-769,BUG,BUG,java.lang.IllegalStateException Connection already open.,,,,,,,,,,,,
HTTPCLIENT-771,BUG,BUG,ConcurrentModificationException thrown in MultiThreaded code,,,,,,,,,,,,
HTTPCLIENT-773,BUG,BUG,Parsing expires,,,,,,,,,,,,
HTTPCLIENT-776,BUG,BUG,NPE w AbstractPoolEntry.open,,,,,,,,,,,,
HTTPCLIENT-777,BUG,BUG,SingleClientConnectionManager Needs to Recreate UniquePoolEntry,,,,,,,,,,,,
HTTPCLIENT-784,BUG,BUG,Multipart post is broken,,,,,,,,,,,,
HTTPCLIENT-79,BUG,BUG,Preemtive Auth fails whithout credentials,,,,,,,,,,,,
HTTPCLIENT-790,BUG,BUG,Protocol interceptors not called when executing CONNECT methods,,,,,,,,,,,,
